name,population,income,educational attainment,unemployment,health insurance coverage,housing cost burden,state,congressional district
"Congressional District 19 (118th Congress), Florida",772972,98405,36.3,-888888888,766391,26761,12,19
"Congressional District 20 (118th Congress), Florida",773320,81709,24.7,-888888888,762988,35455,12,20
"Congressional District 21 (118th Congress), Florida",776143,101740,34.8,-888888888,769009,24816,12,21
"Congressional District 22 (118th Congress), Florida",768503,99837,36.1,-888888888,763130,26748,12,22
"Congressional District 23 (118th Congress), Florida",762506,114640,44.0,-888888888,755007,28355,12,23
"Congressional District 24 (118th Congress), Florida",780118,83542,29.7,-888888888,775289,33754,12,24
"Congressional District 25 (118th Congress), Florida",765444,120472,39.6,-888888888,762276,26777,12,25
"Congressional District 26 (118th Congress), Florida",775185,93553,28.3,-888888888,766885,30104,12,26
"Congressional District 27 (118th Congress), Florida",752682,124203,41.2,-888888888,747631,31777,12,27
"Congressional District 28 (118th Congress), Florida",764574,99963,29.3,-888888888,755918,23219,12,28
"Congressional District 1 (118th Congress), Georgia",768625,93602,27.4,-888888888,738987,27352,13,01
"Congressional District 2 (118th Congress), Georgia",757675,79898,20.8,-888888888,723918,44266,13,02
"Congressional District 3 (118th Congress), Georgia",767633,101489,27.8,-888888888,758693,24616,13,03
"Congressional District 4 (118th Congress), Georgia",766420,102474,40.9,-888888888,761257,22689,13,04
"Congressional District 5 (118th Congress), Georgia",756319,133018,53.6,-888888888,746429,36080,13,05
"Congressional District 6 (118th Congress), Georgia",767777,155808,58.4,-888888888,765400,10861,13,06
"Congressional District 7 (118th Congress), Georgia",763613,114219,40.8,-888888888,762168,16473,13,07
"Congressional District 8 (118th Congress), Georgia",767071,90909,22.5,-888888888,738755,31900,13,08
"Congressional District 9 (118th Congress), Georgia",768577,99337,30.4,-888888888,759262,20978,13,09
"Congressional District 10 (118th Congress), Georgia",770605,99305,28.9,-888888888,760229,25254,13,10
"Congressional District 11 (118th Congress), Georgia",770928,120625,42.1,-888888888,764467,18919,13,11
"Congressional District 12 (118th Congress), Georgia",764339,91592,23.4,-888888888,734106,33431,13,12
"Congressional District 13 (118th Congress), Georgia",765369,90813,30.2,-888888888,760096,22085,13,13
"Congressional District 14 (118th Congress), Georgia",767374,94959,22.2,-888888888,758133,22090,13,14
"Congressional District 1 (118th Congress), Hawaii",723185,140388,37.9,-888888888,691243,14615,15,01
"Congressional District 2 (118th Congress), Hawaii",727404,122972,31.4,-888888888,699517,15434,15,02
"Congressional District 1 (118th Congress), Idaho",931503,93940,28.2,-888888888,917451,23912,16,01
"Congressional District 2 (118th Congress), Idaho",922606,91574,32.3,-888888888,910408,27048,16,02
"Congressional District 1 (118th Congress), Illinois",754024,109693,31.7,-888888888,748839,38089,17,01
"Congressional District 2 (118th Congress), Illinois",755018,87923,23.8,-888888888,744903,36913,17,02
"Congressional District 3 (118th Congress), Illinois",746412,119841,35.2,-888888888,742291,20707,17,03
"Congressional District 4 (118th Congress), Illinois",735314,104616,23.3,-888888888,723954,20491,17,04
"Congressional District 5 (118th Congress), Illinois",753753,167417,64.4,-888888888,748728,19625,17,05
"Congressional District 6 (118th Congress), Illinois",754650,125838,43.6,-888888888,749523,18367,17,06
"Congressional District 7 (118th Congress), Illinois",730552,124014,46.1,-888888888,726523,42851,17,07
"Congressional District 8 (118th Congress), Illinois",753960,119096,39.2,-888888888,749758,15720,17,08
"Congressional District 9 (118th Congress), Illinois",749895,140260,54.9,-888888888,740367,23875,17,09
"Congressional District 10 (118th Congress), Illinois",753313,138260,46.5,-888888888,734647,15917,17,10
"Congressional District 11 (118th Congress), Illinois",750486,132862,44.2,-888888888,745237,15259,17,11
"Congressional District 12 (118th Congress), Illinois",752942,94627,23.8,-888888888,728662,28849,17,12
"Congressional District 13 (118th Congress), Illinois",751712,91957,30.8,-888888888,742512,37149,17,13
"Congressional District 14 (118th Congress), Illinois",757406,117025,32.3,-888888888,748480,16865,17,14
"Congressional District 15 (118th Congress), Illinois",754127,95345,25.1,-888888888,734560,24319,17,15
"Congressional District 16 (118th Congress), Illinois",751284,106093,30.8,-888888888,742996,20727,17,16
"Congressional District 17 (118th Congress), Illinois",752786,84687,24.0,-888888888,736518,40281,17,17
"Congressional Districts not defined (118th Congress), Illinois",0,-666666666,,-888888888,0,0,17,ZZ
"Congressional District 1 (118th Congress), Indiana",753721,99452,25.4,-888888888,741561,26218,18,01
"Congressional District 2 (118th Congress), Indiana",752670,86872,24.1,-888888888,742718,26034,18,02
"Congressional District 3 (118th Congress), Indiana",753447,88193,24.6,-888888888,745694,23372,18,03
"Congressional District 4 (118th Congress), Indiana",756007,101171,30.8,-888888888,744452,22796,18,04
"Congressional District 5 (118th Congress), Indiana",756125,108794,39.3,-888888888,745780,22607,18,05
"Congressional District 6 (118th Congress), Indiana",752728,95128,27.4,-888888888,741527,23962,18,06
"Congressional District 7 (118th Congress), Indiana",750334,89170,34.6,-888888888,742550,37465,18,07
"Congressional District 8 (118th Congress), Indiana",754480,87058,22.3,-888888888,737961,29013,18,08
"Congressional District 9 (118th Congress), Indiana",754891,92826,26.0,-888888888,745753,26723,18,09
"Congressional District 1 (118th Congress), Iowa",797528,101468,31.5,-888888888,784192,29323,19,01
"Congressional District 2 (118th Congress), Iowa",795900,95707,28.3,-888888888,786384,28179,19,02
"Congressional District 3 (118th Congress), Iowa",799081,107915,35.4,-888888888,789300,25342,19,03
"Congressional District 4 (118th Congress), Iowa",796327,95043,25.8,-888888888,782782,29149,19,04
"Congressional District 1 (118th Congress), Kansas",734313,91966,29.4,-888888888,714026,28855,20,01
"Congressional District 2 (118th Congress), Kansas",734782,89641,26.9,-888888888,713718,29625,20,02
"Congressional District 3 (118th Congress), Kansas",733585,133226,51.3,-888888888,727594,15225,20,03
"Congressional District 4 (118th Congress), Kansas",733242,95418,30.4,-888888888,719407,26888,20,04
"Congressional District 1 (118th Congress), Kentucky",751426,80432,20.3,-888888888,729359,34611,21,01
"Congressional District 2 (118th Congress), Kentucky",753141,91356,23.0,-888888888,739711,28290,21,02
"Congressional District 3 (118th Congress), Kentucky",746481,96108,35.1,-888888888,738452,31908,21,03
"Congressional District 4 (118th Congress), Kentucky",751457,106940,30.8,-888888888,740820,22562,21,04
"Congressional District 5 (118th Congress), Kentucky",750027,73685,15.1,-888888888,731762,39962,21,05
"Congressional District 6 (118th Congress), Kentucky",750403,99159,34.9,-888888888,742410,30831,21,06
"Congressional District 1 (118th Congress), Louisiana",768258,101488,33.1,-888888888,760479,25810,22,01
"Congressional District 2 (118th Congress), Louisiana",769243,87496,26.7,-888888888,756359,48898,22,02
"Congressional District 3 (118th Congress), Louisiana",771697,96189,23.5,-888888888,763990,32135,22,03
"Congressional District 4 (118th Congress), Louisiana",774854,87112,20.2,-888888888,746459,40010,22,04
"Congressional District 5 (118th Congress), Louisiana",775396,88038,20.0,-888888888,740547,39970,22,05
"Congressional District 6 (118th Congress), Louisiana",781098,108353,33.1,-888888888,775430,22934,22,06
"Congressional District 1 (118th Congress), Maine",683145,108055,41.3,-888888888,674587,20936,23,01
"Congressional District 2 (118th Congress), Maine",683804,86935,26.9,-888888888,674988,29424,23,02
"Congressional District 1 (118th Congress), Maryland",773966,117549,33.6,-888888888,763430,21720,24,01
"Congressional District 2 (118th Congress), Maryland",769431,132047,45.2,-888888888,761265,18967,24,02
"Congressional District 3 (118th Congress), Maryland",770623,159596,51.7,-888888888,757837,11885,24,03
"Congressional District 4 (118th Congress), Maryland",764378,121354,32.5,-888888888,759418,19780,24,04
"Congressional District 5 (118th Congress), Maryland",774011,146705,40.7,-888888888,752595,11426,24,05
"Congressional District 6 (118th Congress), Maryland",777191,131761,39.6,-888888888,760399,18685,24,06
"Congressional District 7 (118th Congress), Maryland",764705,96569,31.3,-888888888,755919,42634,24,07
"Congressional District 8 (118th Congress), Maryland",767402,185780,63.1,-888888888,760106,13249,24,08
"Congressional District 1 (118th Congress), Massachusetts",778095,107908,31.5,-888888888,770132,34519,25,01
"Congressional District 2 (118th Congress), Massachusetts",771071,137738,45.2,-888888888,763661,24498,25,02
"Congressional District 3 (118th Congress), Massachusetts",776406,138549,38.5,-888888888,765528,23821,25,03
"Congressional District 4 (118th Congress), Massachusetts",778731,159705,48.8,-888888888,772107,20654,25,04
"Congressional District 5 (118th Congress), Massachusetts",776872,188729,60.5,-888888888,771044,19803,25,05
"Congressional District 6 (118th Congress), Massachusetts",777375,157084,48.9,-888888888,771213,21289,25,06
"Congressional District 7 (118th Congress), Massachusetts",773828,143907,48.3,-888888888,770054,36198,25,07
"Congressional District 8 (118th Congress), Massachusetts",772082,155488,50.5,-888888888,764831,22147,25,08
"Congressional District 9 (118th Congress), Massachusetts",779745,130768,41.0,-888888888,770130,23212,25,09
"Congressional District 1 (118th Congress), Michigan",777560,80400,26.5,-888888888,763015,32042,26,01
"Congressional District 2 (118th Congress), Michigan",777946,84737,21.2,-888888888,762412,26893,26,02
"Congressional District 3 (118th Congress), Michigan",773965,101070,36.7,-888888888,764497,25274,26,03
"Congressional District 4 (118th Congress), Michigan",774289,98951,31.7,-888888888,767965,26548,26,04
"Congressional District 5 (118th Congress), Michigan",773808,90380,22.9,-888888888,757586,25943,26,05
"Congressional District 6 (118th Congress), Michigan",770957,131632,51.1,-888888888,764414,23717,26,06
"Congressional District 7 (118th Congress), Michigan",773038,107134,36.3,-888888888,768250,25287,26,07
"Congressional District 8 (118th Congress), Michigan",773930,86461,23.9,-888888888,766746,36512,26,08
"Congressional District 9 (118th Congress), Michigan",774580,107681,28.1,-888888888,767860,21976,26,09
"Congressional District 10 (118th Congress), Michigan",772612,98080,29.3,-888888888,767121,27129,26,10
"Congressional District 11 (118th Congress), Michigan",774826,122869,49.6,-888888888,770441,23656,26,11
"Congressional District 12 (118th Congress), Michigan",770452,86676,26.4,-888888888,766406,42339,26,12
"Congressional District 13 (118th Congress), Michigan",769958,83243,21.4,-888888888,763080,49639,26,13
"Congressional District 1 (118th Congress), Minnesota",712863,103849,31.3,-888888888,701806,22393,27,01
"Congressional District 2 (118th Congress), Minnesota",713718,130774,42.5,-888888888,709184,11657,27,02
"Congressional District 3 (118th Congress), Minnesota",707707,142259,50.4,-888888888,703554,14162,27,03
"Congressional District 4 (118th Congress), Minnesota",708545,124234,46.6,-888888888,701993,20648,27,04
"Congressional District 5 (118th Congress), Minnesota",707627,121670,49.7,-888888888,700902,27817,27,05
"Congressional District 6 (118th Congress), Minnesota",715967,125097,34.5,-888888888,710082,13742,27,06
"Congressional District 7 (118th Congress), Minnesota",713351,95630,23.7,-888888888,703389,25502,27,07
"Congressional District 8 (118th Congress), Minnesota",715514,97382,26.8,-888888888,703814,25155,27,08
"Congressional District 1 (118th Congress), Mississippi",741109,86712,23.0,-888888888,729549,29923,28,01
"Congressional District 2 (118th Congress), Mississippi",738521,72391,21.1,-888888888,717171,42589,28,02
"Congressional District 3 (118th Congress), Mississippi",738576,90958,27.9,-888888888,723037,32245,28,03
"Congressional District 4 (118th Congress), Mississippi",740640,85641,23.5,-888888888,722122,32269,28,04
"Congressional District 1 (118th Congress), Missouri",766456,90340,36.2,-888888888,757093,44953,29,01
"Congressional District 2 (118th Congress), Missouri",764420,128004,48.7,-888888888,757022,16033,29,02
"Congressional District 3 (118th Congress), Missouri",770039,104976,34.5,-888888888,755655,22506,29,03
"Congressional District 4 (118th Congress), Missouri",771882,88356,24.1,-888888888,747343,26359,29,04
"Congressional District 5 (118th Congress), Missouri",768398,98558,33.2,-888888888,761719,34811,29,05
"Congressional District 6 (118th Congress), Missouri",769064,98301,25.8,-888888888,749587,25405,29,06
"Congressional District 7 (118th Congress), Missouri",771969,85001,26.5,-888888888,763742,33982,29,07
"Congressional District 8 (118th Congress), Missouri",772194,83354,19.8,-888888888,755246,33224,29,08
"Congressional District 1 (118th Congress), Montana",547233,95637,37.2,-888888888,541043,21365,30,01
"Congressional District 2 (118th Congress), Montana",544607,94564,30.7,-888888888,534166,20284,30,02
"Congressional District 1 (118th Congress), Nebraska",653295,109278,35.3,-888888888,641571,19617,31,01
"Congressional District 2 (118th Congress), Nebraska",652597,117122,41.6,-888888888,645471,21377,31,02
"Congressional District 3 (118th Congress), Nebraska",653047,92846,23.8,-888888888,643065,24529,31,03
"Congressional District 1 (118th Congress), Nevada",756838,96180,24.1,-888888888,752226,30182,32,01
"Congressional District 2 (118th Congress), Nevada",777013,109942,28.2,-888888888,765247,23556,32,02
"Congressional District 3 (118th Congress), Nevada",783412,105483,33.3,-888888888,780808,22818,32,03
"Congressional District 4 (118th Congress), Nevada",787554,94131,20.0,-888888888,768748,24614,32,04
"Congressional District 1 (118th Congress), New Hampshire",689659,129011,39.6,-888888888,682241,17713,33,01
"Congressional District 2 (118th Congress), New Hampshire",689951,124981,38.5,-888888888,680995,17687,33,02
"Congressional Districts not defined (118th Congress), New Hampshire",0,-666666666,,-888888888,0,0,33,ZZ
"Congressional District 1 (118th Congress), New Jersey",770451,122157,34.1,-888888888,763758,25358,34,01
"Congressional District 2 (118th Congress), New Jersey",777770,111640,29.3,-888888888,762088,25139,34,02
"Congressional District 3 (118th Congress), New Jersey",777191,144465,45.2,-888888888,760070,14993,34,03
"Congressional District 4 (118th Congress), New Jersey",774829,129789,39.0,-888888888,769513,18679,34,04
"Congressional District 5 (118th Congress), New Jersey",771690,169413,53.5,-888888888,764879,14314,34,05
"Congressional District 6 (118th Congress), New Jersey",772409,142543,41.5,-888888888,765529,19291,34,06
"Congressional District 7 (118th Congress), New Jersey",775299,170631,53.6,-888888888,768609,12336,34,07
"Congressional District 8 (118th Congress), New Jersey",760708,148365,39.0,-888888888,755498,29896,34,08
"Congressional District 9 (118th Congress), New Jersey",765162,141804,32.9,-888888888,762281,23654,34,09
"Congressional District 10 (118th Congress), New Jersey",764061,126558,31.5,-888888888,754148,37654,34,10
"Congressional District 11 (118th Congress), New Jersey",769976,179283,58.1,-888888888,764423,12600,34,11
"Congressional District 12 (118th Congress), New Jersey",769517,152965,48.5,-888888888,762960,20298,34,12
"Congressional District 1 (118th Congress), New Mexico",707680,96038,38.0,-888888888,700231,35036,35,01
"Congressional District 2 (118th Congress), New Mexico",703136,77954,22.8,-888888888,686817,29243,35,02
"Congressional District 3 (118th Congress), New Mexico",701647,89171,25.6,-888888888,689215,28770,35,03
"Congressional District 1 (118th Congress), New York",778417,161284,46.8,-888888888,772570,13050,36,01
"Congressional District 2 (118th Congress), New York",772462,146552,31.6,-888888888,768530,14519,36,02
"Congressional District 3 (118th Congress), New York",776626,175354,51.5,-888888888,771548,13571,36,03
"Congressional District 4 (118th Congress), New York",773437,167788,43.4,-888888888,768721,11052,36,04
"Congressional District 5 (118th Congress), New York",800945,121082,27.6,-888888888,794936,23601,36,05
"Congressional District 6 (118th Congress), New York",755796,121439,38.9,-888888888,751642,24899,36,06
"Congressional District 7 (118th Congress), New York",748880,140028,42.9,-888888888,747402,29295,36,07
"Congressional District 8 (118th Congress), New York",778365,119698,33.6,-888888888,773781,46610,36,08
"Congressional District 9 (118th Congress), New York",761493,129594,36.7,-888888888,757990,35363,36,09
"Congressional District 10 (118th Congress), New York",738425,235960,60.7,-888888888,733467,31210,36,10
"Congressional District 11 (118th Congress), New York",759570,134656,36.4,-888888888,754783,24641,36,11
"Congressional District 12 (118th Congress), New York",711829,250001,79.3,-888888888,708960,27589,36,12
"Congressional District 13 (118th Congress), New York",813765,151542,34.4,-888888888,807900,60164,36,13
"Congressional District 14 (118th Congress), New York",727966,115903,27.0,-888888888,717956,32319,36,14
"Congressional District 15 (118th Congress), New York",764377,119429,21.3,-888888888,756950,63003,36,15
"Congressional District 16 (118th Congress), New York",773881,174559,47.0,-888888888,768985,25836,36,16
"Congressional District 17 (118th Congress), New York",775256,167732,48.5,-888888888,765434,15140,36,17
"Congressional District 18 (118th Congress), New York",778056,128147,34.5,-888888888,762237,24076,36,18
"Congressional District 19 (118th Congress), New York",774864,99820,32.7,-888888888,762728,34616,36,19
"Congressional District 20 (118th Congress), New York",779088,123655,41.1,-888888888,771288,29733,36,20
"Congressional District 21 (118th Congress), New York",777284,100249,26.1,-888888888,750575,29340,36,21
"Congressional District 22 (118th Congress), New York",772136,104151,33.2,-888888888,760756,31640,36,22
"Congressional District 23 (118th Congress), New York",776787,102208,29.5,-888888888,766543,30905,36,23
"Congressional District 24 (118th Congress), New York",777980,97111,25.7,-888888888,759112,29912,36,24
"Congressional District 25 (118th Congress), New York",774084,105912,40.0,-888888888,767565,33106,36,25
"Congressional District 26 (118th Congress), New York",772610,98573,34.4,-888888888,767431,42409,36,26
"Congressional District 1 (118th Congress), North Carolina",748754,82612,22.0,-888888888,732204,40290,37,01
"Congressional District 2 (118th Congress), North Carolina",738814,141355,59.1,-888888888,736102,17138,37,02
"Congressional District 3 (118th Congress), North Carolina",746908,86196,24.1,-888888888,692300,29629,37,03
"Congressional District 4 (118th Congress), North Carolina",743550,108744,43.7,-888888888,732466,26573,37,04
"Congressional District 5 (118th Congress), North Carolina",747107,85107,27.2,-888888888,737529,33468,37,05
"Congressional District 6 (118th Congress), North Carolina",745094,92340,32.9,-888888888,737833,32979,37,06
"Congressional District 7 (118th Congress), North Carolina",754700,89360,29.8,-888888888,740126,33835,37,07
"Congressional District 8 (118th Congress), North Carolina",748980,97195,25.9,-888888888,738920,23280,37,08
"Congressional District 9 (118th Congress), North Carolina",747637,89064,27.7,-888888888,699999,30040,37,09
"Congressional District 10 (118th Congress), North Carolina",749703,90428,24.2,-888888888,741086,25277,37,10
"Congressional District 11 (118th Congress), North Carolina",746329,89354,33.9,-888888888,736955,28913,37,11
"Congressional District 12 (118th Congress), North Carolina",742097,102311,39.3,-888888888,738297,21171,37,12
"Congressional District 13 (118th Congress), North Carolina",760678,110423,36.5,-888888888,748582,21795,37,13
"Congressional District 14 (118th Congress), North Carolina",749863,127357,48.1,-888888888,743919,22915,37,14
"Congressional District (at Large) (118th Congress), North Dakota",776874,111003,31.4,-888888888,759609,28643,38,00
"Congressional District 1 (118th Congress), Ohio",785183,119879,45.1,-888888888,771686,35396,39,01
"Congressional District 2 (118th Congress), Ohio",786866,93725,20.3,-888888888,770035,30710,39,02
"Congressional District 3 (118th Congress), Ohio",785445,111508,44.2,-888888888,781415,33043,39,03
