name,population,income,educational attainment,unemployment,health insurance coverage,housing cost burden,state,congressional district
"Congressional District 9 (119th Congress), Illinois",745003,149095,56.2,-888888888,734540,25050,17,09
"Congressional District 10 (119th Congress), Illinois",753708,145348,47.0,-888888888,734793,15971,17,10
"Congressional District 11 (119th Congress), Illinois",754751,139464,45.7,-888888888,749325,14763,17,11
"Congressional District 12 (119th Congress), Illinois",746831,101067,24.4,-888888888,722692,28411,17,12
"Congressional District 13 (119th Congress), Illinois",747221,97050,32.3,-888888888,737222,37163,17,13
"Congressional District 14 (119th Congress), Illinois",763833,122655,34.2,-888888888,754915,17581,17,14
"Congressional District 15 (119th Congress), Illinois",746652,101870,26.1,-888888888,727111,23432,17,15
"Congressional District 16 (119th Congress), Illinois",748860,110974,31.6,-888888888,740518,19369,17,16
"Congressional District 17 (119th Congress), Illinois",746022,89498,24.5,-888888888,728884,39559,17,17
"Congressional Districts not defined (119th Congress), Illinois",0,-666666666,,-888888888,0,0,17,ZZ
"Congressional District 1 (119th Congress), Indiana",757919,105061,26.7,-888888888,745675,25492,18,01
"Congressional District 2 (119th Congress), Indiana",752547,92407,25.0,-888888888,742834,23818,18,02
"Congressional District 3 (119th Congress), Indiana",762957,93878,25.5,-888888888,755430,23302,18,03
"Congressional District 4 (119th Congress), Indiana",772003,108339,31.8,-888888888,759062,22052,18,04
"Congressional District 5 (119th Congress), Indiana",773191,116650,40.8,-888888888,762775,22159,18,05
"Congressional District 6 (119th Congress), Indiana",763862,103335,28.7,-888888888,752915,23918,18,06
"Congressional District 7 (119th Congress), Indiana",752682,98087,36.3,-888888888,745123,35380,18,07
"Congressional District 8 (119th Congress), Indiana",755776,91396,23.2,-888888888,739762,30216,18,08
"Congressional District 9 (119th Congress), Indiana",760136,98571,27.4,-888888888,751138,25937,18,09
"Congressional District 1 (119th Congress), Iowa",800735,107044,32.8,-888888888,787444,28295,19,01
"Congressional District 2 (119th Congress), Iowa",795370,101296,29.2,-888888888,785608,25430,19,02
"Congressional District 3 (119th Congress), Iowa",816359,114064,36.7,-888888888,806151,24220,19,03
"Congressional District 4 (119th Congress), Iowa",798043,101041,26.8,-888888888,784702,27262,19,04
"Congressional District 1 (119th Congress), Kansas",731585,97981,30.5,-888888888,711247,27506,20,01
"Congressional District 2 (119th Congress), Kansas",732657,97667,27.9,-888888888,711767,27537,20,02
"Congressional District 3 (119th Congress), Kansas",744760,143867,52.2,-888888888,738676,14360,20,03
"Congressional District 4 (119th Congress), Kansas",738195,101440,30.9,-888888888,723409,25227,20,04
"Congressional District 1 (119th Congress), Kentucky",753971,85561,21.0,-888888888,732684,33457,21,01
"Congressional District 2 (119th Congress), Kentucky",765661,96644,23.8,-888888888,752715,28364,21,02
"Congressional District 3 (119th Congress), Kentucky",748522,101413,36.0,-888888888,740498,32122,21,03
"Congressional District 4 (119th Congress), Kentucky",762319,112879,32.0,-888888888,751673,22395,21,04
"Congressional District 5 (119th Congress), Kentucky",742663,79976,16.0,-888888888,723424,40811,21,05
"Congressional District 6 (119th Congress), Kentucky",761688,105299,36.7,-888888888,753673,29441,21,06
"Congressional District 1 (119th Congress), Louisiana",771652,109960,36.4,-888888888,763760,23918,22,01
"Congressional District 2 (119th Congress), Louisiana",763550,94904,27.6,-888888888,751228,44027,22,02
"Congressional District 3 (119th Congress), Louisiana",770787,100265,24.4,-888888888,763245,31747,22,03
"Congressional District 4 (119th Congress), Louisiana",769520,98803,24.6,-888888888,739293,32314,22,04
"Congressional District 5 (119th Congress), Louisiana",778598,103282,26.0,-888888888,754565,34160,22,05
"Congressional District 6 (119th Congress), Louisiana",757854,87032,22.7,-888888888,743536,47040,22,06
"Congressional District 1 (119th Congress), Maine",695717,117601,43.9,-888888888,686947,20276,23,01
"Congressional District 2 (119th Congress), Maine",692100,94379,28.4,-888888888,683129,28093,23,02
"Congressional District 1 (119th Congress), Maryland",781616,125782,35.0,-888888888,770634,21661,24,01
"Congressional District 2 (119th Congress), Maryland",771118,140191,46.2,-888888888,763082,18947,24,02
"Congressional District 3 (119th Congress), Maryland",781479,169745,52.8,-888888888,765792,11730,24,03
"Congressional District 4 (119th Congress), Maryland",758679,126766,33.6,-888888888,753035,20897,24,04
"Congressional District 5 (119th Congress), Maryland",791419,154958,42.1,-888888888,767912,12698,24,05
"Congressional District 6 (119th Congress), Maryland",796669,140123,40.8,-888888888,779548,17651,24,06
"Congressional District 7 (119th Congress), Maryland",753868,100309,32.5,-888888888,745825,42719,24,07
"Congressional District 8 (119th Congress), Maryland",771163,196907,63.9,-888888888,763865,14018,24,08
"Congressional District 1 (119th Congress), Massachusetts",777981,114936,32.3,-888888888,770753,33668,25,01
"Congressional District 2 (119th Congress), Massachusetts",787021,147912,46.6,-888888888,779636,24113,25,02
"Congressional District 3 (119th Congress), Massachusetts",785403,147853,40.0,-888888888,774148,24136,25,03
"Congressional District 4 (119th Congress), Massachusetts",787020,169093,49.9,-888888888,780555,19961,25,04
"Congressional District 5 (119th Congress), Massachusetts",778640,206805,61.4,-888888888,772306,18762,25,05
"Congressional District 6 (119th Congress), Massachusetts",784690,170336,49.9,-888888888,778860,20285,25,06
"Congressional District 7 (119th Congress), Massachusetts",773502,156185,49.6,-888888888,769817,33678,25,07
"Congressional District 8 (119th Congress), Massachusetts",781306,168955,53.0,-888888888,774554,22354,25,08
"Congressional District 9 (119th Congress), Massachusetts",788493,140816,42.7,-888888888,778489,23279,25,09
"Congressional District 1 (119th Congress), Michigan",783000,87248,28.3,-888888888,768160,31128,26,01
"Congressional District 2 (119th Congress), Michigan",784314,90227,22.5,-888888888,768843,26565,26,02
"Congressional District 3 (119th Congress), Michigan",779539,108096,38.6,-888888888,770393,25064,26,03
"Congressional District 4 (119th Congress), Michigan",778930,105969,33.3,-888888888,772724,25612,26,04
"Congressional District 5 (119th Congress), Michigan",773657,95255,23.6,-888888888,758288,25076,26,05
"Congressional District 6 (119th Congress), Michigan",771301,138676,52.6,-888888888,764454,22311,26,06
"Congressional District 7 (119th Congress), Michigan",778561,113368,37.6,-888888888,773382,26097,26,07
"Congressional District 8 (119th Congress), Michigan",770294,91330,24.9,-888888888,762867,35179,26,08
"Congressional District 9 (119th Congress), Michigan",778989,113636,29.2,-888888888,772343,22100,26,09
"Congressional District 10 (119th Congress), Michigan",771566,103071,30.5,-888888888,766223,26355,26,10
"Congressional District 11 (119th Congress), Michigan",775896,130542,50.8,-888888888,771525,23243,26,11
"Congressional District 12 (119th Congress), Michigan",761609,91745,27.4,-888888888,758052,42566,26,12
"Congressional District 13 (119th Congress), Michigan",770105,87768,22.6,-888888888,764083,49581,26,13
"Congressional District 1 (119th Congress), Minnesota",715713,110349,32.0,-888888888,704683,21655,27,01
"Congressional District 2 (119th Congress), Minnesota",730253,139029,43.5,-888888888,725786,12474,27,02
"Congressional District 3 (119th Congress), Minnesota",708294,150939,51.8,-888888888,703980,14994,27,03
"Congressional District 4 (119th Congress), Minnesota",705537,129413,47.6,-888888888,698881,20069,27,04
"Congressional District 5 (119th Congress), Minnesota",707022,129998,51.1,-888888888,700165,28173,27,05
"Congressional District 6 (119th Congress), Minnesota",734184,133840,35.7,-888888888,728278,13981,27,06
"Congressional District 7 (119th Congress), Minnesota",716373,102694,25.2,-888888888,706354,25295,27,07
"Congressional District 8 (119th Congress), Minnesota",722069,104337,28.3,-888888888,710552,24156,27,08
"Congressional District 1 (119th Congress), Mississippi",746893,92616,24.5,-888888888,736393,29763,28,01
"Congressional District 2 (119th Congress), Mississippi",713085,76660,21.6,-888888888,693034,42623,28,02
"Congressional District 3 (119th Congress), Mississippi",738402,95789,28.9,-888888888,724017,31056,28,03
"Congressional District 4 (119th Congress), Mississippi",748399,93265,25.5,-888888888,730205,29861,28,04
"Congressional District 1 (119th Congress), Missouri",752720,95718,38.0,-888888888,744056,42457,29,01
"Congressional District 2 (119th Congress), Missouri",771008,135698,50.0,-888888888,763613,15834,29,02
"Congressional District 3 (119th Congress), Missouri",780389,112575,35.5,-888888888,766878,22568,29,03
"Congressional District 4 (119th Congress), Missouri",782304,93819,25.2,-888888888,757581,25778,29,04
"Congressional District 5 (119th Congress), Missouri",772256,103722,34.4,-888888888,766039,33465,29,05
"Congressional District 6 (119th Congress), Missouri",775000,104938,27.1,-888888888,756751,24959,29,06
"Congressional District 7 (119th Congress), Missouri",785302,91397,27.7,-888888888,776658,29668,29,07
"Congressional District 8 (119th Congress), Missouri",772835,90249,20.8,-888888888,756118,30966,29,08
"Congressional District 1 (119th Congress), Montana",564861,105881,38.8,-888888888,558581,19399,30,01
"Congressional District 2 (119th Congress), Montana",552014,102797,31.4,-888888888,541423,18157,30,02
"Congressional District 1 (119th Congress), Nebraska",662376,114834,36.4,-888888888,650949,19576,31,01
"Congressional District 2 (119th Congress), Nebraska",664272,124574,42.5,-888888888,657435,21662,31,02
"Congressional District 3 (119th Congress), Nebraska",652059,99201,25.0,-888888888,642470,23785,31,03
"Congressional District 1 (119th Congress), Nevada",771368,104238,25.7,-888888888,766923,28077,32,01
"Congressional District 2 (119th Congress), Nevada",790547,117545,29.4,-888888888,778678,23339,32,02
"Congressional District 3 (119th Congress), Nevada",809043,113282,34.7,-888888888,806175,22149,32,03
"Congressional District 4 (119th Congress), Nevada",813654,102214,21.2,-888888888,794440,23224,32,04
"Congressional District 1 (119th Congress), New Hampshire",698446,140713,41.5,-888888888,690876,17170,33,01
"Congressional District 2 (119th Congress), New Hampshire",696422,135082,39.8,-888888888,687682,16740,33,02
"Congressional Districts not defined (119th Congress), New Hampshire",0,-666666666,,-888888888,0,0,33,ZZ
"Congressional District 1 (119th Congress), New Jersey",778642,128230,36.1,-888888888,772256,24398,34,01
"Congressional District 2 (119th Congress), New Jersey",783815,119834,31.3,-888888888,769529,24490,34,02
"Congressional District 3 (119th Congress), New Jersey",783491,153131,46.2,-888888888,767656,14214,34,03
"Congressional District 4 (119th Congress), New Jersey",788486,138261,40.3,-888888888,783038,17576,34,04
"Congressional District 5 (119th Congress), New Jersey",778374,180342,55.0,-888888888,771501,14008,34,05
"Congressional District 6 (119th Congress), New Jersey",780307,152246,42.6,-888888888,773649,19194,34,06
"Congressional District 7 (119th Congress), New Jersey",783203,179445,55.0,-888888888,777082,13130,34,07
"Congressional District 8 (119th Congress), New Jersey",763596,158752,41.4,-888888888,759009,28579,34,08
"Congressional District 9 (119th Congress), New Jersey",767600,145827,34.0,-888888888,764824,23790,34,09
"Congressional District 10 (119th Congress), New Jersey",777942,135918,32.6,-888888888,768452,33657,34,10
"Congressional District 11 (119th Congress), New Jersey",779403,194549,59.2,-888888888,774030,12548,34,11
"Congressional District 12 (119th Congress), New Jersey",778950,165053,48.8,-888888888,772429,18196,34,12
"Congressional District 1 (119th Congress), New Mexico",711799,104482,39.5,-888888888,704205,31489,35,01
"Congressional District 2 (119th Congress), New Mexico",707320,84047,24.4,-888888888,690077,28497,35,02
"Congressional District 3 (119th Congress), New Mexico",701127,96058,28.1,-888888888,688275,30501,35,03
"Congressional District 1 (119th Congress), New York",778092,169995,46.5,-888888888,771861,12978,36,01
"Congressional District 2 (119th Congress), New York",782282,158760,33.9,-888888888,778982,12287,36,02
"Congressional District 3 (119th Congress), New York",770395,186694,53.4,-888888888,765198,13086,36,03
"Congressional District 4 (119th Congress), New York",773177,177950,44.9,-888888888,768336,11205,36,04
"Congressional District 5 (119th Congress), New York",789687,126634,28.6,-888888888,784038,24971,36,05
"Congressional District 6 (119th Congress), New York",733304,124018,38.3,-888888888,728705,25680,36,06
"Congressional District 7 (119th Congress), New York",753548,144620,44.6,-888888888,752064,30501,36,07
"Congressional District 8 (119th Congress), New York",759088,129170,36.2,-888888888,754295,43691,36,08
"Congressional District 9 (119th Congress), New York",737304,138113,38.9,-888888888,733604,34482,36,09
"Congressional District 10 (119th Congress), New York",733272,250001,61.7,-888888888,729022,29398,36,10
"Congressional District 11 (119th Congress), New York",752901,137366,36.6,-888888888,748063,23858,36,11
"Congressional District 12 (119th Congress), New York",719940,250001,80.3,-888888888,717209,27545,36,12
"Congressional District 13 (119th Congress), New York",778141,155592,35.9,-888888888,772586,57915,36,13
"Congressional District 14 (119th Congress), New York",718731,119020,29.5,-888888888,711622,34996,36,14
"Congressional District 15 (119th Congress), New York",751695,122811,22.3,-888888888,743996,61036,36,15
"Congressional District 16 (119th Congress), New York",775704,185618,49.1,-888888888,770315,23994,36,16
"Congressional District 17 (119th Congress), New York",777627,178474,49.5,-888888888,767823,14342,36,17
"Congressional District 18 (119th Congress), New York",786484,133659,36.6,-888888888,772942,22239,36,18
"Congressional District 19 (119th Congress), New York",774788,111847,35.3,-888888888,761655,30626,36,19
"Congressional District 20 (119th Congress), New York",782695,131373,42.9,-888888888,775162,29914,36,20
"Congressional District 21 (119th Congress), New York",770419,102471,26.2,-888888888,743231,29709,36,21
"Congressional District 22 (119th Congress), New York",767369,110220,35.6,-888888888,756233,32113,36,22
"Congressional District 23 (119th Congress), New York",770072,107973,30.9,-888888888,760086,30048,36,23
"Congressional District 24 (119th Congress), New York",771272,102692,25.9,-888888888,756067,27844,36,24
"Congressional District 25 (119th Congress), New York",771484,113605,41.8,-888888888,764809,31340,36,25
"Congressional District 26 (119th Congress), New York",772895,101975,35.7,-888888888,767922,41024,36,26
"Congressional District 1 (119th Congress), North Carolina",747584,85636,20.3,-888888888,728037,36059,37,01
"Congressional District 2 (119th Congress), North Carolina",766292,138852,54.0,-888888888,759735,20979,37,02
"Congressional District 3 (119th Congress), North Carolina",760895,91637,28.2,-888888888,706884,32807,37,03
"Congressional District 4 (119th Congress), North Carolina",769729,148559,61.4,-888888888,763580,19245,37,04
"Congressional District 5 (119th Congress), North Carolina",751008,90918,27.8,-888888888,742850,32080,37,05
"Congressional District 6 (119th Congress), North Carolina",769663,100062,30.2,-888888888,762149,27916,37,06
"Congressional District 7 (119th Congress), North Carolina",778792,98222,33.1,-888888888,761070,29207,37,07
"Congressional District 8 (119th Congress), North Carolina",765329,117923,35.0,-888888888,754450,21918,37,08
"Congressional District 9 (119th Congress), North Carolina",765958,96834,28.6,-888888888,728967,25585,37,09
"Congressional District 10 (119th Congress), North Carolina",766029,100276,32.8,-888888888,759891,26180,37,10
"Congressional District 11 (119th Congress), North Carolina",758211,94934,35.7,-888888888,748040,26551,37,11
"Congressional District 12 (119th Congress), North Carolina",770963,112708,44.7,-888888888,766313,25470,37,12
"Congressional District 13 (119th Congress), North Carolina",792542,112232,31.5,-888888888,777292,21959,37,13
"Congressional District 14 (119th Congress), North Carolina",767409,111560,35.6,-888888888,760474,24415,37,14
"Congressional District (at Large) (119th Congress), North Dakota",784841,116512,32.7,-888888888,766680,28394,38,00
"Congressional District 1 (119th Congress), Ohio",794614,129182,46.4,-888888888,781734,34248,39,01
"Congressional District 2 (119th Congress), Ohio",787099,99137,21.2,-888888888,770593,29237,39,02
"Congressional District 3 (119th Congress), Ohio",789553,119014,44.5,-888888888,785417,31349,39,03
