name,population,income,educational attainment,unemployment,health insurance coverage,housing cost burden,state,congressional district
"Congressional District 6 (116th Congress), South Carolina",653349,70051,21.8,-888888888,628932,40418,45,06
"Congressional District 7 (116th Congress), South Carolina",724141,73021,22.4,-888888888,716785,33028,45,07
"Congressional District (at Large) (116th Congress), South Dakota",881785,91930,30.0,-888888888,865054,30149,46,00
"Congressional District 1 (116th Congress), Tennessee",725183,72563,21.8,-888888888,714354,34124,47,01
"Congressional District 2 (116th Congress), Tennessee",767016,89033,32.6,-888888888,760105,28546,47,02
"Congressional District 3 (116th Congress), Tennessee",734250,84340,25.7,-888888888,723610,31819,47,03
"Congressional District 4 (116th Congress), Tennessee",821348,84502,25.1,-888888888,813134,25993,47,04
"Congressional District 5 (116th Congress), Tennessee",792617,93122,41.8,-888888888,785211,29749,47,05
"Congressional District 6 (116th Congress), Tennessee",800493,85906,24.5,-888888888,790925,28753,47,06
"Congressional District 7 (116th Congress), Tennessee",812291,94788,32.2,-888888888,786712,25088,47,07
"Congressional District 8 (116th Congress), Tennessee",712769,95984,31.2,-888888888,699480,27209,47,08
"Congressional District 9 (116th Congress), Tennessee",693530,72249,25.8,-888888888,683036,45015,47,09
"Congressional District 1 (116th Congress), Texas",720481,85072,22.3,-888888888,707749,28378,48,01
"Congressional District 2 (116th Congress), Texas",814155,127690,43.0,-888888888,810148,21612,48,02
"Congressional District 3 (116th Congress), Texas",910097,147060,55.6,-888888888,907607,16541,48,03
"Congressional District 4 (116th Congress), Texas",783941,100020,24.7,-888888888,770848,27540,48,04
"Congressional District 5 (116th Congress), Texas",773738,92056,20.7,-888888888,751656,25083,48,05
"Congressional District 6 (116th Congress), Texas",821592,108382,31.0,-888888888,817241,19009,48,06
"Congressional District 7 (116th Congress), Texas",791353,124069,49.3,-888888888,790341,23985,48,07
"Congressional District 8 (116th Congress), Texas",901501,116644,33.1,-888888888,876909,22408,48,08
"Congressional District 9 (116th Congress), Texas",765963,79434,26.7,-888888888,764173,33685,48,09
"Congressional District 10 (116th Congress), Texas",921341,121165,41.9,-888888888,914889,22746,48,10
"Congressional District 11 (116th Congress), Texas",771174,97616,23.0,-888888888,755838,26898,48,11
"Congressional District 12 (116th Congress), Texas",846301,110694,33.1,-888888888,835341,23154,48,12
"Congressional District 13 (116th Congress), Texas",709295,88897,21.5,-888888888,679298,26782,48,13
"Congressional District 14 (116th Congress), Texas",771651,110461,25.7,-888888888,742540,27575,48,14
"Congressional District 15 (116th Congress), Texas",803835,82934,21.0,-888888888,789590,34290,48,15
"Congressional District 16 (116th Congress), Texas",755415,77267,26.6,-888888888,731278,35894,48,16
"Congressional District 17 (116th Congress), Texas",802448,100563,33.2,-888888888,788928,37629,48,17
"Congressional District 18 (116th Congress), Texas",789886,90178,24.9,-888888888,777078,39794,48,18
"Congressional District 19 (116th Congress), Texas",728159,92861,24.8,-888888888,701097,31579,48,19
"Congressional District 20 (116th Congress), Texas",798649,92317,26.5,-888888888,786236,33262,48,20
"Congressional District 21 (116th Congress), Texas",826193,123278,48.6,-888888888,817926,26853,48,21
"Congressional District 22 (116th Congress), Texas",961113,136332,47.3,-888888888,955401,17635,48,22
"Congressional District 23 (116th Congress), Texas",806245,94772,25.0,-888888888,782957,26183,48,23
"Congressional District 24 (116th Congress), Texas",809110,136573,48.7,-888888888,807023,18629,48,24
"Congressional District 25 (116th Congress), Texas",832621,117303,40.9,-888888888,803632,22248,48,25
"Congressional District 26 (116th Congress), Texas",923492,132138,46.4,-888888888,920076,17281,48,26
"Congressional District 27 (116th Congress), Texas",739341,93220,20.5,-888888888,728759,30375,48,27
"Congressional District 28 (116th Congress), Texas",770051,82326,20.6,-888888888,763303,28670,48,28
"Congressional District 29 (116th Congress), Texas",734456,75315,11.2,-888888888,733560,30085,48,29
"Congressional District 30 (116th Congress), Texas",789297,79771,23.3,-888888888,779128,33673,48,30
"Congressional District 31 (116th Congress), Texas",914699,112634,38.7,-888888888,893305,24480,48,31
"Congressional District 32 (116th Congress), Texas",771112,123214,45.8,-888888888,769153,22481,48,32
"Congressional District 33 (116th Congress), Texas",727423,73087,12.7,-888888888,724100,28867,48,33
"Congressional District 34 (116th Congress), Texas",712253,77470,17.2,-888888888,698348,33680,48,34
"Congressional District 35 (116th Congress), Texas",805089,85704,25.4,-888888888,792344,35240,48,35
"Congressional District 36 (116th Congress), Texas",759111,104493,19.5,-888888888,743063,23671,48,36
"Congressional District 1 (116th Congress), Utah",792511,98439,31.6,-888888888,784997,15526,49,01
"Congressional District 2 (116th Congress), Utah",792727,97367,34.3,-888888888,784500,19849,49,02
"Congressional District 3 (116th Congress), Utah",778400,112324,43.1,-888888888,775031,15570,49,03
"Congressional District 4 (116th Congress), Utah",867732,105867,33.5,-888888888,860650,14874,49,04
"Congressional District (at Large) (116th Congress), Vermont",641637,96470,40.9,-888888888,635583,25225,50,00
"Congressional District 1 (116th Congress), Virginia",816464,124410,38.6,-888888888,797840,15532,51,01
"Congressional District 2 (116th Congress), Virginia",747365,104039,37.6,-888888888,691110,19112,51,02
"Congressional District 3 (116th Congress), Virginia",752479,89783,28.4,-888888888,716831,34657,51,03
"Congressional District 4 (116th Congress), Virginia",785406,96958,31.9,-888888888,757971,32952,51,04
"Congressional District 5 (116th Congress), Virginia",741491,90972,30.2,-888888888,726239,28792,51,05
"Congressional District 6 (116th Congress), Virginia",759456,86999,28.9,-888888888,748831,30635,51,06
"Congressional District 7 (116th Congress), Virginia",811302,112911,41.4,-888888888,800298,17685,51,07
"Congressional District 8 (116th Congress), Virginia",796645,174000,64.4,-888888888,780057,16281,51,08
"Congressional District 9 (116th Congress), Virginia",698788,75327,21.6,-888888888,681495,32956,51,09
"Congressional District 10 (116th Congress), Virginia",869926,173223,56.8,-888888888,862726,9014,51,10
"Congressional District 11 (116th Congress), Virginia",803157,156561,58.1,-888888888,794586,11285,51,11
"Congressional District 1 (116th Congress), Washington",778963,140822,45.9,-888888888,772778,14170,53,01
"Congressional District 2 (116th Congress), Washington",758640,110049,34.0,-888888888,743787,23083,53,02
"Congressional District 3 (116th Congress), Washington",762407,101524,27.6,-888888888,757577,22448,53,03
"Congressional District 4 (116th Congress), Washington",744547,92700,22.5,-888888888,737233,21692,53,04
"Congressional District 5 (116th Congress), Washington",742007,91169,30.7,-888888888,728403,31937,53,05
"Congressional District 6 (116th Congress), Washington",729130,102063,32.4,-888888888,702009,23702,53,06
"Congressional District 7 (116th Congress), Washington",787902,163677,63.1,-888888888,782580,23893,53,07
"Congressional District 8 (116th Congress), Washington",772133,130149,36.9,-888888888,768813,15054,53,08
"Congressional District 9 (116th Congress), Washington",765280,135260,44.9,-888888888,759589,20811,53,09
"Congressional District 10 (116th Congress), Washington",776355,107028,29.2,-888888888,750066,21091,53,10
"Congressional District 1 (116th Congress), West Virginia",604226,83112,24.7,-888888888,593800,27255,54,01
"Congressional District 2 (116th Congress), West Virginia",621999,83530,22.9,-888888888,615007,24944,54,02
"Congressional District 3 (116th Congress), West Virginia",574824,69027,17.5,-888888888,564752,30227,54,03
"Congressional District 1 (116th Congress), Wisconsin",725418,103145,31.3,-888888888,714814,22418,55,01
"Congressional District 2 (116th Congress), Wisconsin",783230,107817,44.2,-888888888,777763,26231,55,02
"Congressional District 3 (116th Congress), Wisconsin",731014,88529,26.9,-888888888,719915,27628,55,03
"Congressional District 4 (116th Congress), Wisconsin",696075,83606,29.7,-888888888,690984,44407,55,04
"Congressional District 5 (116th Congress), Wisconsin",732692,110445,39.4,-888888888,727440,20718,55,05
"Congressional District 6 (116th Congress), Wisconsin",725311,91441,27.5,-888888888,710384,23217,55,06
"Congressional District 7 (116th Congress), Wisconsin",729683,86270,24.4,-888888888,720914,25816,55,07
"Congressional District 8 (116th Congress), Wisconsin",748238,93216,27.8,-888888888,740715,23670,55,08
"Congressional District (at Large) (116th Congress), Wyoming",576641,95472,28.5,-888888888,567043,20885,56,00
"Resident Commissioner District (at Large) (116th Congress), Puerto Rico",3311274,41807,,-888888888,3285816,190879,72,98
