name,population,income,educational attainment,unemployment,health insurance coverage,housing cost burden,state,congressional district,composite_score
"Congressional District 1 (116th Congress), Mississippi",0.2352331736720438,0.9997823773887884,0.18838304552590268,1.0,0.2334671491050232,0.8276820371852769,Mississippi,01,0.5807579638128392
"Congressional District 3 (116th Congress), Mississippi",0.22986003989382126,0.9997883334076111,0.2762951334379906,1.0,0.22587957818627527,0.8196418412401134,Mississippi,03,0.5919108210276353
"Congressional District 4 (116th Congress), Mississippi",0.23749877904265887,0.9997793933813722,0.20251177394034536,1.0,0.23300751204806225,0.7998560115190785,Mississippi,04,0.5787755783219195
"Congressional District 2 (116th Congress), New Mexico",0.2153096071373941,0.9997725376618211,0.19309262166405022,1.0,0.21117552564217643,0.8311709888383755,New Mexico,02,0.5750868801573028
"Congressional District (at Large) (116th Congress), North Dakota",0.23356192112031976,0.9998167204650964,0.33281004709576134,1.0,0.23000578802219876,0.8393370488402886,North Dakota,00,0.6059219209239441
"Congressional District 2 (116th Congress), Arizona",0.22511596791047667,0.9997916608008053,0.4113029827315542,1.0,0.21945611162525805,0.8090390530995283,Arizona,02,0.610784296027937
"Congressional District 4 (116th Congress), Arizona",0.24939689314734237,0.9997761859482751,0.17268445839874413,1.0,0.2439784450339079,0.8342471063853354,Arizona,04,0.5833471814856007
"Congressional District 5 (116th Congress), Arizona",0.2586961342801205,0.9998288769214396,0.4364207221350078,1.0,0.26018428815064953,0.9034370956617177,Arizona,05,0.6430945195248227
"Congressional District 7 (116th Congress), Arizona",0.2541369720626531,0.9997750913123887,0.09733124018838304,1.0,0.25411676947886136,0.8345038690611045,Arizona,07,0.5733106570172318
"Congressional District 9 (116th Congress), Arizona",0.2437715817648255,0.9998143077676428,0.48822605965463106,1.0,0.24478443486308388,0.8426951018743676,Arizona,09,0.6365485809874251
"Congressional District 2 (116th Congress), Kansas",0.2199093143533595,0.9997922665992958,0.32339089481946626,1.0,0.21645810183823871,0.8353446409601917,Kansas,02,0.5991492030950919
"Congressional District 4 (116th Congress), Kansas",0.22254013186953603,0.9997952581042181,0.3218210361067504,1.0,0.22049331282248105,0.8417133622317208,Kansas,04,0.6010605168557843
"Congressional District 1 (116th Congress), Kentucky",0.22064588182607303,0.9997730235002145,0.13186813186813184,1.0,0.2153747821753678,0.815820608477196,Kentucky,01,0.5639137379744973
